strike,maturity_years,option_type,market_price,model_price,absolute_error,relative_error_pct,moneyness
376.0,0.0273972602739726,put,2.1,2.8035545618089373,0.7035545618089372,33.502598181377955,0.9831607572429663
377.0,0.0273972602739726,call,7.975,8.827198073579751,0.8521980735797516,10.68586926118811,0.9857755464909528
377.0,0.0273972602739726,put,2.4000000000000004,3.1109307922917537,0.7109307922917534,29.62211634548972,0.9857755464909528
378.0,0.0273972602739726,call,7.31,8.16103279634649,0.8510327963464901,11.642035517735843,0.9883903357389394
378.0,0.0273972602739726,put,2.72,3.443588126533143,0.723588126533143,26.602504651953783,0.9883903357389394
379.0,0.0273972602739726,call,6.630000000000001,7.521154809345063,0.8911548093450623,13.441249009729445,0.9910051249869261
379.0,0.0273972602739726,put,3.065,3.8025327510063676,0.7375327510063676,24.06305876040351,0.9910051249869261
380.0,0.0273972602739726,call,6.050000000000001,6.908479634113149,0.8584796341131486,14.189746018399148,0.9936199142349127
380.0,0.0273972602739726,put,3.435,4.18868018724902,0.7536801872490195,21.941199046550786,0.9936199142349127
381.0,0.0273972602739726,call,5.46,6.323815769922504,0.8638157699225042,15.820801646932312,0.9962347034828993
381.0,0.0273972602739726,put,3.855,4.602838934533054,0.7478389345330538,19.399194151311384,0.9962347034828993
382.0,0.0273972602739726,call,4.855,5.767848894884537,0.9128488948845366,18.80224294303886,0.9988494927308859
382.0,0.0273972602739726,put,4.305,5.045694670969681,0.7406946709696811,17.205451125892708,0.9988494927308859
383.0,0.0273972602739726,call,4.324999999999999,5.241127086485875,0.9161270864858757,21.182129167303486,1.0014642819788726
383.0,0.0273972602739726,put,4.785,5.517795474045613,0.7327954740456128,15.314429969605284,1.0014642819788726
384.0,0.0273972602739726,call,3.825,4.744047542851433,0.9190475428514331,24.027386741213935,1.004079071226859
384.0,0.0273972602739726,put,5.279999999999999,6.019538541885822,0.7395385418858229,14.006411778140587,1.004079071226859
385.0,0.0273972602739726,call,3.3600000000000003,4.276845287387459,0.9168452873874591,27.287062124626754,1.0066938604748457
385.0,0.0273972602739726,put,5.82,6.551158897896471,0.7311588978964707,12.562867661451385,1.0066938604748457
386.0,0.0273972602739726,call,2.925,3.839584318875751,0.9145843188757512,31.26783996156415,1.0093086497228323
386.0,0.0273972602739726,put,6.385,7.112720540859414,0.7277205408594138,11.397345980570304,1.0093086497228323
387.0,0.0273972602739726,call,2.56,3.4321516246284034,0.8721516246284033,34.068422837047,1.011923438970819
387.0,0.0273972602739726,put,6.985,7.704110458086632,0.7191104580866314,10.295067402815052,1.011923438970819
388.0,0.0273972602739726,call,2.17,3.0542544054020766,0.8842544054020767,40.749050940187864,1.0145382282188056
388.0,0.0273972602739726,put,7.645,8.325035850334984,0.6800358503349848,8.895171358207781,1.0145382282188056
389.0,0.0273972602739726,put,8.315000000000001,8.975024824917625,0.6600248249176239,7.937760973152422,1.0171530174667922
390.0,0.0273972602739726,put,9.04,9.653430700751983,0.6134307007519837,6.785737840176812,1.0197678067147788
391.0,0.0273972602739726,put,9.76,10.359439940672473,0.5994399406724735,6.141802670824524,1.0223825959627655
392.0,0.0273972602739726,put,10.565,11.092083588608489,0.5270835886084893,4.9889596650117305,1.0249973852107521
393.0,0.0273972602739726,put,11.38,11.850251949810627,0.4702519498106259,4.132266694293725,1.0276121744587385
394.0,0.0273972602739726,put,12.235,12.632712119613359,0.3977121196133595,3.250609886500691,1.0302269637067252
395.0,0.0273972602739726,put,13.11,13.438127848664351,0.3281278486643515,2.5028821408417357,1.0328417529547118
396.0,0.0273972602739726,put,14.01,14.265081137928803,0.25508113792880316,1.8207076226181524,1.0354565422026984
397.0,0.0273972602739726,put,14.935,15.112094891431752,0.17709489143175183,1.1857709503297744,1.038071331450685
398.0,0.0273972602739726,put,15.875,15.97765592301181,0.10265592301180959,0.6466514835389581,1.0406861206986717
399.0,0.0273972602739726,put,16.835,16.8602376172106,0.025237617210599694,0.1499115961425583,1.0433009099466584
400.0,0.0273972602739726,put,17.805,17.758321583101065,0.04667841689893493,0.26216465542788503,1.045915699194645
401.0,0.0273972602739726,put,18.795,18.67041771004949,0.12458228995051002,0.6628480444294227,1.0485304884426316
402.0,0.0273972602739726,put,19.795,19.59508213061173,0.1999178693882726,1.009941244699533,1.051145277690618
403.0,0.0273972602739726,put,20.795,20.530932710788477,0.2640672892115248,1.269859529750059,1.0537600669386047
404.0,0.0273972602739726,put,21.795,21.476661813562202,0.3183381864377992,1.4606019107033685,1.0563748561865913
405.0,0.0273972602739726,put,22.795,22.43104620965886,0.3639537903411423,1.5966386941923327,1.058989645434578
406.0,0.0273972602739726,put,23.795,23.39295413196976,0.40204586803024256,1.6896233159497482,1.0616044346825646
407.0,0.0273972602739726,put,24.795,24.361349580333922,0.43365041966607976,1.74894301135745,1.0642192239305512
408.0,0.0273972602739726,put,25.795,25.33529407625889,0.45970592374111163,1.7821512841291398,1.0668340131785379
409.0,0.0273972602739726,put,26.795,26.31394613932838,0.48105386067162215,1.7953120383341001,1.0694488024265245
410.0,0.0273972602739726,put,27.795,27.296558808330758,0.4984411916692437,1.7932764586049421,1.0720635916745112
411.0,0.0273972602739726,put,28.795,28.28247554755245,0.5125244524475505,1.7799078049923613,1.0746783809224976
412.0,0.0273972602739726,put,29.795,29.271124923410355,0.5238750765896469,1.7582650665871686,1.0772931701704842
413.0,0.0273972602739726,put,30.795,30.262014352629365,0.5329856473706371,1.7307538476071995,1.0799079594184708
414.0,0.0273972602739726,put,31.795,31.254723291797006,0.5402767082029953,1.6992505368862882,1.0825227486664575
415.0,0.0273972602739726,put,32.795,32.24889612965501,0.546103870344993,1.665204666397295,1.0851375379144441
416.0,0.0273972602739726,put,33.795,33.24423503950425,0.550764960495755,1.6297232149600678,1.0877523271624308
417.0,0.0273972602739726,put,34.795,34.24049299424104,0.5545070057589641,1.5936399073400318,1.0903671164104174
418.0,0.0273972602739726,put,35.795,35.23746710329209,0.5575328967079116,1.5575719980665221,1.092981905658404
419.0,0.0273972602739726,put,36.795,36.23499238820369,0.5600076117963084,1.5219666036045887,1.0955966949063904
420.0,0.0273972602739726,put,37.795,37.232936074912004,0.5620639250879975,1.487138312178853,1.098211484154377
421.0,0.0273972602739726,put,38.795,38.2311924469106,0.5638075530894042,1.4532995310978327,1.1008262734023637
422.0,0.0273972602739726,put,39.795,39.22967827522615,0.5653217247738525,1.4205848090811721,1.1034410626503504
423.0,0.0273972602739726,put,40.795,40.22832881844454,0.5666711815554635,1.389070183982016,1.106055851898337
424.0,0.0273972602739726,put,41.795,41.22709436879609,0.5679056312039137,1.3587884464742521,1.1086706411463236
425.0,0.0273972602739726,put,42.795,42.22593730803362,0.5690626919663799,1.3297410724766443,1.1112854303943103
426.0,0.0273972602739726,put,43.795,43.224829628901034,0.5701703710989676,1.3019074576982934,1.113900219642297
427.0,0.0273972602739726,put,44.795,44.223750873713016,0.5712491262869861,1.2752519841209646,1.1165150088902835
428.0,0.0273972602739726,put,45.795,45.22268644015355,0.5723135598464495,1.2497293587650387,1.11912979813827
429.0,0.0273972602739726,put,46.795,46.22162620536591,0.5733737946340938,1.2252885877424804,1.1217445873862566
430.0,0.0273972602739726,put,47.795,47.2205634217857,0.5744365782143035,1.201875882862859,1.1243593766342432
431.0,0.0273972602739726,put,48.795,48.21949384184438,0.5755061581556191,1.1794367417883371,1.1269741658822299
432.0,0.0273972602739726,put,49.795,49.218415032845485,0.5765849671545169,1.1579173956311215,1.1295889551302165
433.0,0.0273972602739726,put,50.795,50.217325847834445,0.5776741521655566,1.1372657784536995,1.1322037443782031
434.0,0.0273972602739726,put,51.795,51.21622602280269,0.578773977197315,1.1174321405489236,1.1348185336261898
435.0,0.0273972602739726,put,52.795,52.21511587491614,0.5798841250838649,1.0983694006702622,1.1374333228741764
436.0,0.0273972602739726,put,53.795,53.21399608048358,0.5810039195164194,1.0800333107471316,1.140048112122163
437.0,0.0273972602739726,put,54.795,54.212867515036066,0.5821324849639353,1.0623824892124014,1.1426629013701495
438.0,0.0273972602739726,put,55.795,55.21173114110587,0.5832688588941295,1.0453783652551831,1.1452776906181361
439.0,0.0273972602739726,put,56.795,56.210587932086526,0.5844120679134761,1.0289850654344153,1.1478924798661228
326.0,0.0301369863013698,call,56.66,56.679070445530215,0.019070445530218194,0.03365768713416554,0.8524212948436356
327.0,0.0301369863013698,call,55.725,55.68066248710295,0.04433751289705157,0.07956485042090904,0.8550360840916222
328.0,0.0301369863013698,call,54.73,54.68232063953002,0.047679360469977894,0.08711741361223807,0.8576508733396089
329.0,0.0301369863013698,call,53.73,53.684058510848956,0.04594148915104057,0.0855043535288304,0.8602656625875954
330.0,0.0301369863013698,call,52.73,52.685892252556584,0.04410774744341239,0.08364829782554976,0.862880451835582
331.0,0.0301369863013698,call,51.73,51.68784097862272,0.042159021377280226,0.08149820486619028,0.8654952410835687
332.0,0.0301369863013698,call,50.74,50.68992724196727,0.05007275803273359,0.0986849783853638,0.8681100303315553
333.0,0.0301369863013698,call,49.755,49.69217757406676,0.06282242593324128,0.12626354322830122,0.8707248195795418
334.0,0.0301369863013698,call,48.755,48.69462309350109,0.06037690649890948,0.12383736334511224,0.8733396088275285
335.0,0.0301369863013698,call,47.755,47.69730018931892,0.0576998106810791,0.12082464806005463,0.8759543980755151
336.0,0.0301369863013698,call,46.765,46.70025128509934,0.06474871490065937,0.13845550069637413,0.8785691873235018
337.0,0.0301369863013698,call,45.765,45.703525689404785,0.0614743105952158,0.13432603648031421,0.8811839765714884
338.0,0.0301369863013698,call,44.765,44.70718053811794,0.05781946188206177,0.12916220681796442,0.8837987658194749
339.0,0.0301369863013698,call,43.775,43.711281833662554,0.06371816633744487,0.1455583468588118,0.8864135550674616
340.0,0.0301369863013698,call,42.775,42.71590558560774,0.0590944143922556,0.13815175778434974,0.8890283443154482
341.0,0.0301369863013698,call,41.765,41.72113905630357,0.0438609436964299,0.10501842139693499,0.8916431335634348
342.0,0.0301369863013698,call,40.77,40.727082114288805,0.04291788571119781,0.10526829951238117,0.8942579228114214
343.0,0.0301369863013698,call,39.77,39.73384869698663,0.036151303013376435,0.09090093792651856,0.896872712059408
344.0,0.0301369863013698,call,38.775000000000006,38.7415683828047,0.03343161719530485,0.08621951565520271,0.8994875013073946
345.0,0.0301369863013698,call,37.78,37.750388071086434,0.029611928913567453,0.0783799071296121,0.9021022905553813
346.0,0.0301369863013698,call,36.785,36.76047376645681,0.024526233543184617,0.06667455088537344,0.9047170798033679
347.0,0.0301369863013698,call,35.795,35.772012461936356,0.02298753806364573,0.06421996944725725,0.9073318690513544
348.0,0.0301369863013698,call,34.795,34.78521411277217,0.009785887227835133,0.028124406460224554,0.9099466582993411
349.0,0.0301369863013698,call,33.805,33.800313690243286,0.004686309756714024,0.013862771059648053,0.9125614475473277
350.0,0.0301369863013698,call,32.815,32.817573301749235,0.002573301749237089,0.007841845952269052,0.9151762367953143
351.0,0.0301369863013698,call,31.815,31.837284360280137,0.022284360280135473,0.07004356523694948,0.9177910260433009
352.0,0.0301369863013698,call,30.825000000000003,30.859769782907676,0.03476978290767363,0.11279734925441565,0.9204058152912875
353.0,0.0301369863013698,call,29.835,29.885386194225532,0.050386194225531256,0.16888283635170523,0.9230206045392741
354.0,0.0301369863013698,call,28.85,28.91452610672866,0.06452610672865688,0.22366068190175695,0.9256353937872608
355.0,0.0301369863013698,call,27.86,27.947620045958274,0.08762004595827477,0.31450124177413774,0.9282501830352473
356.0,0.0301369863013698,call,26.875,26.98513858386889,0.11013858386888842,0.4098179864888871,0.930864972283234
357.0,0.0301369863013698,call,25.89,26.027594239338157,0.1375942393381564,0.5314570851222727,0.9334797615312206
358.0,0.0301369863013698,call,24.91,25.075543200056927,0.16554320005692702,0.6645652350739744,0.9360945507792072
359.0,0.0301369863013698,call,23.865,24.12958681526834,0.26458681526834127,1.1086813964732507,0.9387093400271939
360.0,0.0301369863013698,call,22.89,23.19037280404723,0.3003728040472282,1.3122446659992495,0.9413241292751804
361.0,0.0301369863013698,call,21.925,22.25859611911028,0.333596119110279,1.5215330404117626,0.943938918523167
362.0,0.0301369863013698,call,20.965,21.334999401672178,0.36999940167217815,1.7648433182550831,0.9465537077711537
363.0,0.0301369863013698,call,20.01,20.420372958771793,0.4103729587717915,2.0508393741718716,0.9491684970191403
364.0,0.0301369863013698,call,19.07,19.51555419102914,0.44555419102913874,2.3364142161989445,0.9517832862671268
365.0,0.0301369863013698,call,18.205,18.62142639621311,0.4164263962131116,2.2874287075699624,0.9543980755151135
366.0,0.0301369863013698,call,17.3,17.73891687266496,0.43891687266495794,2.537091749508427,0.9570128647631001
367.0,0.0301369863013698,call,16.39,16.86899424691029,0.4789942469102897,2.9224786266643665,0.9596276540110867
368.0,0.0301369863013698,call,15.495,16.012664952176408,0.5176649521764087,3.3408515790668525,0.9622424432590734
369.0,0.0301369863013698,call,14.62,15.170968789495987,0.5509687894959878,3.7685963713815855,0.9648572325070599
370.0,0.0301369863013698,call,13.755,14.344973511162323,0.5899735111623219,4.289156751452722,0.9674720217550465
371.0,0.0301369863013698,call,12.91,13.53576837802268,0.6257683780226806,4.847160170586217,0.9700868110030332
372.0,0.0301369863013698,call,12.09,12.744456657956334,0.6544566579563345,5.413206434709136,0.9727016002510198
373.0,0.0301369863013698,call,11.245,11.972147053265303,0.7271470532653037,6.466403319389095,0.9753163894990063
374.0,0.0301369863013698,call,10.545,11.219944069898702,0.6749440698987019,6.400607585573276,0.977931178746993
375.0,0.0301369863013698,call,9.73,10.488937371472616,0.7589373714726158,7.7999729853300686,0.9805459679949796
375.0,0.0301369863013698,put,2.06,2.747658177583048,0.6876581775830481,33.38146493121592,0.9805459679949796
376.0,0.0301369863013698,call,9.035,9.780190195758792,0.7451901957587914,8.247816223118887,0.9831607572429663
376.0,0.0301369863013698,put,2.335,3.0376159507616194,0.7026159507616194,30.090618876300617,0.9831607572429663
377.0,0.0301369863013698,call,8.325,9.094726950042599,0.7697269500425996,9.245969369881077,0.9857755464909528
377.0,0.0301369863013698,put,2.63,3.350857653937908,0.7208576539379079,27.40903627140334,0.9857755464909528
378.0,0.0301369863013698,call,7.605,8.43352014388546,0.8285201438854592,10.894413463319648,0.9883903357389394
378.0,0.0301369863013698,put,2.955,3.688355796673136,0.7333557966731359,24.817455048160266,0.9883903357389394
379.0,0.0301369863013698,call,6.99,7.79747686143682,0.80747686143682,11.5518864297113,0.9910051249869261
379.0,0.0301369863013698,put,3.305,4.0510174631169775,0.7460174631169774,22.572389201723976,0.9910051249869261
380.0,0.0301369863013698,call,6.34,7.187425019442145,0.8474250194421451,13.366325227794087,0.9936199142349127
380.0,0.0301369863013698,put,3.685,4.439670570014698,0.7546705700146981,20.479527001755713,0.9936199142349127
381.0,0.0301369863013698,call,5.73,6.604099698697496,0.8740996986974956,15.254794043586308,0.9962347034828993
381.0,0.0301369863013698,put,4.09,4.855050198162473,0.7650501981624735,18.705383818153386,0.9962347034828993
382.0,0.0301369863013698,call,5.130000000000001,6.048129873681006,0.9181298736810053,17.897268492807118,0.9988494927308859
382.0,0.0301369863013698,put,4.535,5.297785322038408,0.7627853220384075,16.81996299974438,0.9988494927308859
383.0,0.0301369863013698,call,4.585,5.520025894536673,0.9350258945366727,20.393149281061564,1.0014642819788726
383.0,0.0301369863013698,put,4.995,5.768386291786555,0.7733862917865553,15.483209044775881,1.0014642819788726
384.0,0.0301369863013698,call,4.074999999999999,5.020168094641178,0.9451680946411791,23.194309070949185,1.004079071226859
384.0,0.0301369863013698,put,5.505,6.267233440783457,0.762233440783457,13.846202375721289,1.004079071226859
385.0,0.0301369863013698,call,3.615,4.548796902900477,0.9337969029004771,25.831172970967554,1.0066938604748457
385.0,0.0301369863013698,put,5.99,6.79456719793518,0.8045671979351798,13.431839698417026,1.0066938604748457
386.0,0.0301369863013698,call,3.185,4.106004830309047,0.9210048303090468,28.916949146280903,1.0093086497228323
386.0,0.0301369863013698,put,6.609999999999999,7.350480074236259,0.7404800742362596,11.202421697976698,1.0093086497228323
387.0,0.0301369863013698,call,2.77,3.691730673391646,0.9217306733916462,33.275475573705634,1.011923438970819
387.0,0.0301369863013698,put,7.199999999999999,7.934910866211226,0.7349108662112265,10.207095364044813,1.011923438970819
388.0,0.0301369863013698,call,2.4000000000000004,3.3057562320571208,0.9057562320571204,37.73984300238001,1.0145382282188056
388.0,0.0301369863013698,put,7.85,8.547641373769125,0.6976413737691249,8.887151258205414,1.0145382282188056
389.0,0.0301369863013698,call,2.08,2.947705776325307,0.8677057763253071,41.716623861793614,1.0171530174667922
389.0,0.0301369863013698,put,8.504999999999999,9.188295866929707,0.6832958669297078,8.034048993882514,1.0171530174667922
390.0,0.0301369863013698,put,9.185,9.856343456315585,0.6713434563155847,7.30912853909183,1.0197678067147788
391.0,0.0301369863013698,put,9.92,10.55110342902384,0.63110342902384,6.361929728062902,1.0223825959627655
392.0,0.0301369863013698,put,10.71,11.271753508567087,0.5617535085670866,5.24513079894572,1.0249973852107521
393.0,0.0301369863013698,put,11.51,12.017340890153264,0.5073408901532641,4.407827021314197,1.0276121744587385
394.0,0.0301369863013698,put,12.345,12.786795796572335,0.44179579657233425,3.578742783088977,1.0302269637067252
395.0,0.0301369863013698,put,13.205,13.578947201639835,0.37394720163983486,2.8318606712596353,1.0328417529547118
396.0,0.0301369863013698,put,14.09,14.392540283602557,0.302540283602557,2.1471986061217674,1.0354565422026984
397.0,0.0301369863013698,put,15.0,15.226255105546329,0.2262551055463291,1.5083673703088607,1.038071331450685
398.0,0.0301369863013698,put,15.93,16.07872597788031,0.14872597788031072,0.9336219578173932,1.0406861206986717
399.0,0.0301369863013698,put,16.875,16.948560942028394,0.07356094202839358,0.43591669350159157,1.0433009099466584
400.0,0.0301369863013698,put,17.835,17.834360825337626,0.0006391746623748418,0.003583822048639426,1.045915699194645
401.0,0.0301369863013698,put,18.805,18.734737353795197,0.07026264620480305,0.37363810797555463,1.0485304884426316
402.0,0.0301369863013698,put,19.8,19.64832986850604,0.1516701314939617,0.7660107651210186,1.051145277690618
403.0,0.0301369863013698,put,20.795,20.573820269623354,0.2211797303766474,1.0636197661776743,1.0537600669386047
404.0,0.0301369863013698,put,21.795,21.509945902032257,0.2850540979677447,1.3078875795721252,1.0563748561865913
405.0,0.0301369863013698,put,22.795,22.455510194535293,0.33948980546470864,1.4893169794459689,1.058989645434578
406.0,0.0301369863013698,put,23.795,23.409390962474845,0.38560903752515685,1.6205464909651475,1.0616044346825646
407.0,0.0301369863013698,put,24.795,24.370546377071435,0.42445362292856714,1.7118516754529827,1.0642192239305512
408.0,0.0301369863013698,put,25.795,25.33801868847854,0.45698131152146004,1.7715887246422173,1.0668340131785379
409.0,0.0301369863013698,put,26.795,26.31093586011258,0.4840641398874226,1.8065465194529673,1.0694488024265245
410.0,0.0301369863013698,put,27.795,27.288511326874072,0.5064886731259293,1.8222294409999253,1.0720635916745112
411.0,0.0301369863013698,put,28.795,28.270042128465548,0.5249578715344541,1.8230868954139747,1.0746783809224976
412.0,0.0301369863013698,put,29.795,29.2549056913316,0.5400943086684009,1.812701153443198,1.0772931701704842
413.0,0.0301369863013698,put,30.795,30.242555539987166,0.5524444600128362,1.7939420685592993,1.0799079594184708
414.0,0.0301369863013698,put,31.795,31.23251621261852,0.5624837873814812,1.7690951010582834,1.0825227486664575
415.0,0.0301369863013698,put,32.795,32.22437763927496,0.5706223607250394,1.7399675582407053,1.0851375379144441
416.0,0.0301369863013698,put,33.795,33.217789216364565,0.5772107836354365,1.7079768712396404,1.0877523271624308
417.0,0.0301369863013698,put,34.795,34.212453781183456,0.582546218816546,1.6742239368200775,1.0903671164104174
418.0,0.0301369863013698,put,35.795,35.20812165732502,0.5868783426749786,1.6395539675233373,1.092981905658404
419.0,0.0301369863013698,put,36.795,36.204584908160314,0.590415091839688,1.604606853756456,1.0955966949063904
420.0,0.0301369863013698,put,37.795,37.20167190295763,0.5933280970423738,1.569858703644328,1.098211484154377
421.0,0.0301369863013698,put,38.795,38.19924226992009,0.5957577300799102,1.5356559610256737,1.1008262734023637
422.0,0.0301369863013698,put,39.795,39.197182283411905,0.5978177165880965,1.502243288322896,1.1034410626503504
423.0,0.0301369863013698,put,40.795,40.19540070946789,0.5995992905321117,1.4697862251062916,1.106055851898337
424.0,0.0301369863013698,put,41.795,41.193825114498736,0.6011748855012655,1.438389485587428,1.1086706411463236
425.0,0.0301369863013698,put,42.795,42.19239862701079,0.6026013729892128,1.4081116321748166,1.1112854303943103
426.0,0.0301369863013698,put,43.795,43.19107713068411,0.6039228693158947,1.3789767537753046,1.113900219642297
427.0,0.0301369863013698,put,44.795,44.189826859184905,0.6051731408150971,1.3509836830340376,1.1165150088902835
428.0,0.0301369863013698,put,45.795,45.18862235796422,0.6063776420357812,1.3241132045764408,1.11912979813827
429.0,0.0301369863013698,put,46.795,46.1874447756378,0.6075552243622013,1.2983336347092664,1.1217445873862566
430.0,0.0301369863013698,put,47.795,47.186280446834814,0.6087195531651872,1.273605090836253,1.1243593766342432
431.0,0.0301369863013698,put,48.795,48.18511972919049,0.6098802708095121,1.249882715051772,1.1269741658822299
432.0,0.0301369863013698,put,49.795,49.18395605904027,0.6110439409597319,1.227119070106902,1.1295889551302165
433.0,0.0301369863013698,put,50.795,50.18278519298639,0.6122148070136149,1.2052658864329457,1.1322037443782031
434.0,0.0301369863013698,put,51.795,51.18160460556254,0.613395394437461,1.1842753054106787,1.1348185336261898
435.0,0.0301369863013698,put,52.795,52.180413016492764,0.6145869835072375,1.1641007358788475,1.1374333228741764
436.0,0.0301369863013698,put,53.795,53.1792100243203,0.6157899756797036,1.1446974173802464,1.140048112122163
437.0,0.0301369863013698,put,54.795,54.177995826371614,0.6170041736283878,1.126022764172621,1.1426629013701495
438.0,0.0301369863013698,put,55.795,55.17677100799813,0.6182289920018746,1.1080365480811447,1.1452776906181361
439.0,0.0301369863013698,put,56.795,56.17553638676196,0.6194636132380396,1.090700965292789,1.1478924798661228
326.0,0.0328767123287671,call,56.765,56.70173220694011,0.06326779305989305,0.11145563826282577,0.8524212948436356
327.0,0.0328767123287671,call,55.77,55.70364791714252,0.06635208285748462,0.11897450754435111,0.8550360840916222
328.0,0.0328767123287671,call,54.785,54.70566568076822,0.07933431923177636,0.14481029338646775,0.8576508733396089
