option_id,type,strike,maturity,moneyness,market_price,model_price,abs_difference,rel_difference_pct,market_iv
92,put,87000.0,0.03913,0.9405658159771397,1495.97535860955,1300.0923653681675,-195.88299324138256,-13.093998648710903,
93,call,88000.0,0.03913,0.9513769173102102,6348.264168344201,6109.081889530993,-239.18227881320763,-3.7676799904751417,
94,put,88000.0,0.03913,0.9513769173102102,1736.3812630599998,1577.139940028399,-159.2413230316008,-9.17087314976966,
95,call,89000.0,0.03913,0.9621880186432809,5641.401733666,5427.384520845371,-214.01721282062863,-3.793688571112485,
96,put,89000.0,0.03913,0.9621880186432809,2029.5230583838,1895.0513478906505,-134.47171049314943,-6.625778896064145,
97,call,90000.0,0.03913,0.9729991199763515,4966.7727854836,4788.86647725074,-177.90630823286028,-3.5819296737879274,
98,put,90000.0,0.03913,0.9729991199763515,2354.8910304694,2256.142080843885,-98.7489496255148,-4.193355376016324,
99,call,91000.0,0.03913,0.983810221309422,4339.8307009372,4195.347220067284,-144.4834808699161,-3.329242332856773,
100,put,91000.0,0.03913,0.983810221309422,2727.9495210580003,2662.2316002082807,-65.71792084971958,-2.4090592711639225,
101,call,92000.0,0.03913,0.9946213226424926,3761.998875934,3648.07813665671,-113.92073927729007,-3.0281970578475175,
102,put,92000.0,0.03913,0.9946213226424926,3150.1182711898005,3114.571293345565,-35.54697784423524,-1.128433118506663,
103,call,93000.0,0.03913,1.0054324239755632,3246.3722694742496,3147.6917868715464,-98.68048260270325,-3.0397155474311814,
104,put,93000.0,0.03913,1.0054324239755632,3634.0100766088,3613.793720108253,-20.21635650054668,-0.556309863604238,
105,call,94000.0,0.03913,1.0162435253086337,2762.896636617,2694.1759530708805,-68.72068354611929,-2.4872694343811435,
106,put,94000.0,0.03913,1.0162435253086337,4151.0181082622,4159.886662855453,8.868554593253066,0.213647697069812,
107,call,95000.0,0.03913,1.0270546266417042,2339.8906745476,2286.874337830799,-53.016336716801106,-2.2657612722462517,
108,put,95000.0,0.03913,1.0270546266417042,4728.0117952084,4752.193824163231,24.182028954830457,0.5114629574176975,
109,call,96000.0,0.03913,1.037865727974775,1987.7800786676,1924.5138934488023,-63.26618521879777,-3.1827557735262553,
110,put,96000.0,0.03913,1.037865727974775,5375.9027005828,5389.442156329096,13.539455746295971,0.25185455355857095,
111,call,97000.0,0.03913,1.0486768293078454,1657.5199568628,1605.2569033674445,-52.26305349535551,-3.1530874351747875,
112,put,97000.0,0.03913,1.0486768293078454,6045.604643946601,6069.793942795601,24.189298848999897,0.40011380620498205,
113,call,98000.0,0.03913,1.059487930640916,1375.3187970596,1326.7742551738338,-48.54454188576619,-3.529693769150346,
114,put,98000.0,0.03913,1.059487930640916,6763.4416431254,6790.920071149856,27.478428024455752,0.40627877749763386,
115,call,99000.0,0.03913,1.0702990319739865,1145.0392082496,1086.3350113042143,-58.704196945385775,-5.126828541978556,
116,call,100000.0,0.03913,1.0811101333070572,960.5219975274,880.9065155288627,-79.61548199853735,-8.288772376216842,
117,call,105000.0,0.03913,1.13516563997241,343.12445934180005,264.5275279136158,-78.59693142818423,-22.906245616810043,
118,call,115000.0,0.03913,1.2432766533031157,73.0930475256,8.973745294724267,-64.11930223087573,-87.7228469758614,
119,call,20000.0,0.05831,0.21622202666141144,72682.113086748,72509.17254586078,-172.94054088721168,-0.23794099200280905,
120,call,30000.0,0.05831,0.32433303999211716,62683.9615821744,62515.001959838686,-168.9596223357148,-0.2695420296852493,
121,call,40000.0,0.05831,0.4324440533228229,52694.5545790128,52520.831347395535,-173.72323161726672,-0.32967966615369637,
122,call,50000.0,0.05831,0.5405550666535286,42698.8396716,42526.66805241814,-172.17161918185593,-0.4032231800818028,
123,call,60000.0,0.05831,0.6486660799842343,32742.0482221416,32533.86966417901,-208.17855796259028,-0.6358140961438413,
124,put,60000.0,0.05831,0.6486660799842343,59.9327312355,1.3795766507319058,-58.553154584768095,-97.698124843817,
125,call,65000.0,0.05831,0.7027215866495872,27789.172817352,27545.251498313963,-243.92131903803602,-0.8777566739436292,
126,put,65000.0,0.05831,0.7027215866495872,107.0073025464,9.84676063452207,-97.16054191187793,-90.79804798345201,
127,call,70000.0,0.05831,0.75677709331494,22892.4114388464,22588.44052246069,-303.97091638571146,-1.3278239262723528,
128,put,70000.0,0.05831,0.75677709331494,210.197053284,50.12113463008427,-160.07591865391572,-76.15516780705534,
129,call,75000.0,0.05831,0.8108325999802929,18084.3249582312,17733.79490348822,-350.5300547429797,-1.938308759395709,
130,put,75000.0,0.05831,0.8108325999802929,402.06077509680006,192.5608655064425,-209.49990959035756,-52.10652781035863,
131,call,80000.0,0.05831,0.8648881066456457,13476.3915514321,13128.866513983288,-347.5250374488114,-2.578769221141255,
132,put,80000.0,0.05831,0.8648881066456457,794.0266790352,584.7178258503554,-209.30885318484457,-26.360430790457823,
133,call,82000.0,0.05831,0.8865103093117869,11710.6057060488,11406.245604501004,-304.36010154779615,-2.5990124609061604,
134,put,82000.0,0.05831,0.8865103093117869,1028.2718063136,860.9310563075996,-167.34075000600046,-16.273980184862253,
135,call,84000.0,0.05831,0.908132511977928,10037.5364224139,9776.968473268978,-260.56794914492093,-2.595935279129554,
136,put,84000.0,0.05831,0.908132511977928,1355.1446983104,1230.4880650151172,-124.65663329528275,-9.198769212668223,
137,call,85000.0,0.05831,0.9189436133109986,9245.4882832183,9002.649422577662,-242.838860640637,-2.6265660958266475,
138,put,85000.0,0.05831,0.9189436133109986,1563.0954934678998,1455.5860842935508,-107.509409174349,-6.877980879839114,
139,call,86000.0,0.05831,0.9297547146440691,8457.172944141601,8257.901001370039,-199.27194277156195,-2.3562476975193034,
140,put,86000.0,0.05831,0.9297547146440691,1774.7992063488,1710.254733055699,-64.54447329310096,-3.6367197518577257,
141,call,88000.0,0.05831,0.9513769173102102,6971.2160698607,6864.348368564926,-106.86770129577417,-1.5329850663760822,
142,put,88000.0,0.05831,0.9513769173102102,2288.8047305736,2315.536240190122,26.73150961652209,1.1679244305748562,
143,call,90000.0,0.05831,0.9729991199763515,5625.1269078816,5608.72060223177,-16.406305649830756,-0.2916610757144554,
144,put,90000.0,0.05831,0.9729991199763515,2942.7133320312,3058.7426137965085,116.0292817653085,3.9429352666581217,
145,call,92000.0,0.05831,0.9946213226424926,4455.4536869496005,4499.361988005854,43.90830105625355,0.9854956226986415,
146,put,92000.0,0.05831,0.9946213226424926,3773.0201920704,3948.2181395101215,175.1979474397217,4.643440493849674,
147,call,94000.0,0.05831,1.0162435253086337,3428.9928775368,3539.7299019673883,110.73702443058846,3.2294329088876923,
148,put,94000.0,0.05831,1.0162435253086337,4746.5394636288,4987.420193411192,240.88072978239143,5.074870474125048,
149,call,95000.0,0.05831,1.0270546266417042,2974.8135764832,3115.712100640965,140.89852415776522,4.736381643260291,
150,put,95000.0,0.05831,1.0270546266417042,5292.3701889498,5562.81946205454,270.4492731047403,5.110173012262533,
151,call,96000.0,0.05831,1.037865727974775,2604.7742665464,2728.0608749342427,123.28660838784253,4.733101442656101,
152,put,96000.0,0.05831,1.037865727974775,5922.3009336096,6174.585306317575,252.2843727079744,4.25990464746966,
153,call,98000.0,0.05831,1.059487930640916,1930.9591036849,2057.5804183919427,126.62131470704276,6.557431199107635,
154,put,98000.0,0.05831,1.059487930640916,7248.459486540001,7502.938989714807,254.47950317480536,3.5108081054651694,
155,call,100000.0,0.05831,1.0811101333070572,1423.9987263336,1517.2177168341732,93.21899050057323,6.546283277976389,
156,put,100000.0,0.05831,1.0811101333070572,8741.4864821544,8961.410428096584,219.92394594218422,2.5158643943585033,
157,call,102000.0,0.05831,1.1027323359731982,1043.1249467088,1092.7008006830656,49.575853974265556,4.752628544709248,
158,put,102000.0,0.05831,1.1027323359731982,10360.5918566856,10535.727651885012,175.1357951994123,1.6904033825673646,
159,call,104000.0,0.05831,1.1243545386393394,734.0774914535999,767.8529296607212,33.77543820712128,4.601072584345298,
160,put,104000.0,0.05831,1.1243545386393394,12051.525409216802,12209.713920802184,158.188511585382,1.3126015687972754,
161,call,105000.0,0.05831,1.13516563997241,642.1287267396999,637.5525774968155,-4.576149242884412,-0.7126529389393675,
162,put,105000.0,0.05831,1.13516563997241,12959.61320023,13078.830638608051,119.21743837805116,0.9199150972803367,
163,call,106000.0,0.05831,1.1459767413054807,542.3991326808,525.8973619471617,-16.501770733638295,-3.0423667257870655,
164,put,106000.0,0.05831,1.1459767413054807,13859.8271314152,13966.592493028176,106.76536161297554,0.7703224621826429,
165,call,108000.0,0.05831,1.1675989439716217,376.8273044616,350.60377427804633,-26.22353018355369,-6.959031331612531,
166,put,108000.0,0.05831,1.1675989439716217,15694.234457352,15790.133045298586,95.8985879465854,0.6110434262160617,
167,call,110000.0,0.05831,1.189221146637763,274.5969176173,227.16336667897122,-47.43355093832878,-17.273883243087212,
168,put,110000.0,0.05831,1.189221146637763,17592.0504752131,17665.52677763904,73.47630242594096,0.4176676421515947,
169,call,112000.0,0.05831,1.210843349303904,209.9940807552,142.74412550223497,-67.24995525296504,-32.024690891816846,
170,put,112000.0,0.05831,1.210843349303904,19527.3623224032,19579.94167640184,52.57935399863709,0.26925988840957926,
171,call,114000.0,0.05831,1.2324655519700451,164.2418484072,86.73665784783998,-77.50519055936002,-47.189672614499365,
172,put,114000.0,0.05831,1.2324655519700451,21481.5901710264,21522.76834868698,41.17817766057851,0.19169054680187578,
173,call,115000.0,0.05831,1.2432766533031157,145.82843471409998,66.68108524015906,-79.14734947394092,-54.274291313015276,
174,put,115000.0,0.05831,1.2432766533031157,22463.252003234094,22502.129846049065,38.87784281497079,0.1730730831376216,
175,call,116000.0,0.05831,1.2540877546361862,132.3482837448,50.743423938616615,-81.60485980618338,-61.65917494142773,
176,put,116000.0,0.05831,1.2540877546361862,23449.6766873352,23485.609254717303,35.932567382104025,0.1532326771972538,
177,call,118000.0,0.05831,1.2757099573023274,113.9681150829,28.38586262838362,-85.58225245451638,-75.09315424955845,
178,put,118000.0,0.05831,1.2757099573023274,25431.276169260003,25462.085833346602,30.809664086598787,0.12114871421136113,
179,call,120000.0,0.05831,1.2973321599684686,91.2842274004,15.006599197665082,-76.27762820273492,-83.56057817979699,
180,put,120000.0,0.05831,1.2973321599684686,27408.6759532072,27447.5407098554,38.864756648199545,0.1417972787687755,
181,call,122000.0,0.05831,1.3189543626346096,77.0433671304,7.333111080741787,-69.71025604965821,-90.4818398340118,
182,put,122000.0,0.05831,1.3189543626346096,29394.4239443426,29438.70136167803,44.27741733543007,0.15063202945996812,
183,call,124000.0,0.05831,1.3405765653007509,63.6668837778,3.1514929149921045,-60.5153908628079,-95.05002800829558,
184,put,124000.0,0.05831,1.3405765653007509,31380.915370824005,31433.353883451797,52.43851262779208,0.1671031963476314,
185,call,125000.0,0.05831,1.3513876666338214,63.6678105965,1.8961951052919517,-61.771615491208046,-97.02173659259427,
186,put,125000.0,0.05831,1.3513876666338214,32380.90726494,32431.515655611875,50.608390671874076,0.15629083600961868,
187,call,126000.0,0.05831,1.3621987679668919,54.4290762504,1.0200299172046527,-53.40904633319535,-98.12594666771116,
188,put,126000.0,0.05831,1.3621987679668919,33371.657884696804,33430.05656039354,58.398675696735154,0.17499482914067316,
189,put,128000.0,0.05831,1.383820970633033,35362.4931601648,35427.90666298245,65.41350281765335,0.18497989528447747,
190,put,130000.0,0.05831,1.4054431732991743,37360.1181236376,37426.362020954315,66.24389731671545,0.17731179836608493,
191,put,135000.0,0.05831,1.459498679964527,42349.136127287,42423.442722008214,74.30659472121624,0.17546189017380678,
192,put,140000.0,0.05831,1.51355418662988,47343.4452190872,47420.720676340934,77.27545725373056,0.16322313869666552,
193,put,150000.0,0.05831,1.6216651999605858,57337.5446876064,57415.03014809918,77.48546049277502,0.13513913250897125,
194,put,160000.0,0.05831,1.7297762132912915,67329.37901977681,67409.21568856966,79.8366687928501,0.11857627376809683,
195,put,170000.0,0.05831,1.8378872266219972,77321.8991951952,77403.38739298702,81.48819779181213,0.10538825176306044,
196,put,200000.0,0.05831,2.1622202666141144,107320.8506162664,107385.89943871119,65.04882244479086,0.060611541998840196,
197,put,300000.0,0.05831,3.2433303999211716,207315.83321367364,207327.605920868,11.772707194351824,0.005678633904540268,
198,put,400000.0,0.05831,4.324440533228229,307314.5128769136,307269.31225941307,-45.20061750052264,-0.014708259976848704,
199,call,55000.0,0.1542,0.5946105733188815,38307.851194637,37654.31618704713,-653.5350075898677,-1.706008004127783,
200,put,55000.0,0.1542,0.5946105733188815,222.583348977,72.05725624609477,-150.52609273090525,-67.62684334777414,
201,call,60000.0,0.1542,0.6486660799842343,33441.549446343,32777.348434654356,-664.2010116886449,-1.9861550157966101,
202,put,60000.0,0.1542,0.6486660799842343,356.270379704,187.38544520906726,-168.88493449493274,-47.40358562371853,
203,call,65000.0,0.1542,0.7027215866495872,28646.1627578735,28021.606395630137,-624.556362243362,-2.1802444101233087,
204,put,65000.0,0.1542,0.7027215866495872,560.873401107,423.9393475406032,-136.93405356639676,-24.414431723117733,
205,call,70000.0,0.1542,0.75677709331494,23977.122405202,23460.620857830996,-516.5015473710046,-2.154143181330826,
206,put,70000.0,0.1542,0.75677709331494,891.8218274564998,855.2497510972025,-36.572076359297284,-4.10082768030043,
207,call,75000.0,0.1542,0.8108325999802929,19495.645837226,19181.105306275742,-314.54053095025665,-1.6133886180351955,
208,put,75000.0,0.1542,0.8108325999802929,1410.3340385015,1568.0301408977102,157.69610239621034,11.181471771309207,
209,call,80000.0,0.1542,0.8648881066456457,15284.6607523775,15272.361137246597,-12.299615130903476,-0.08047031811936221,
210,put,80000.0,0.1542,0.8648881066456457,2199.3386635255,2651.581913224305,452.2432496988049,20.562692649337922,
211,call,82000.0,0.1542,0.8865103093117869,13707.9993753015,13830.918988603808,122.91961330230697,0.8966998752843424,
212,put,82000.0,0.1542,0.8865103093117869,2622.6731703985,3207.0581411238236,584.3849707253235,22.28203564672641,
213,call,84000.0,0.1542,0.908132511977928,12219.254129845998,12465.704352918438,246.45022307243926,2.0169007081248527,
214,put,84000.0,0.1542,0.908132511977928,3133.923808892,3838.761881980754,704.8380730887538,22.490593775409927,
215,call,85000.0,0.1542,0.9189436133109986,11499.854856585998,11812.758733922288,312.90387733628995,2.7209376225917237,
216,put,85000.0,0.1542,0.9189436133109986,3414.5224776065,4184.275451255744,769.7529736492438,22.54350289674539,
217,call,86000.0,0.1542,0.9297547146440691,10792.707450769,11180.059700478552,387.3522497095528,3.589018339248631,
218,put,86000.0,0.1542,0.9297547146440691,3707.373013764,4550.035606083169,842.6625923191691,22.729371692319557,
219,call,88000.0,0.1542,0.9513769173102102,9479.0162767005,9976.488929554675,497.47265285417416,5.24814641448571,
220,put,88000.0,0.1542,0.9513769173102102,4393.6970890596,5343.3832117015845,949.6861226419842,21.61473818954709,
221,call,90000.0,0.1542,0.9729991199763515,8256.4005442435,8856.593069665774,600.1925254222751,7.269421126143636,
222,put,90000.0,0.1542,0.9729991199763515,5171.056944285,6220.405728354992,1049.3487840699918,20.292733098399186,
223,call,92000.0,0.1542,0.9946213226424926,7137.711589207,7821.036472090258,683.3248828832584,9.573444854741965,
224,put,92000.0,0.1542,0.9946213226424926,6052.2447242055005,7181.767507321769,1129.5227831162683,18.662873604545872,
225,call,94000.0,0.1542,1.0162435253086337,6119.508984447,6869.544579828675,750.0355953816743,12.25646693693763,
226,put,94000.0,0.1542,1.0162435253086337,7034.188715302001,8227.193991602486,1193.005276300485,16.960097668480955,
227,call,95000.0,0.1542,1.0270546266417042,5655.4581021125,6424.986814109405,769.5287119969053,13.606832516528785,
228,put,95000.0,0.1542,1.0270546266417042,7570.13825071,8781.095414154377,1210.9571634443773,15.996499975820152,
229,call,96000.0,0.1542,1.037865727974775,5230.4685007862,6000.932560200628,770.4640594144284,14.730306841511783,
230,put,96000.0,0.1542,1.037865727974775,8145.087460170499,9355.50034851674,1210.4128883462408,14.860649370128476,
231,call,98000.0,0.1542,1.059487930640916,4402.79727579,5213.162379117013,810.3651033270135,18.40568739748774,
232,put,98000.0,0.1542,1.059487930640916,9317.4372116275,10564.648543975432,1247.2113323479316,13.38577662526666,
233,call,100000.0,0.1542,1.0811101333070572,3744.7252919045,4503.4244387758845,758.6991468713845,20.26047540821142,
234,put,100000.0,0.1542,1.0811101333070572,10659.4094209694,11851.828980176593,1192.4195592071937,11.186544320752354,
235,call,102000.0,0.1542,1.1027323359731982,3148.986847865,3868.2387952197787,719.2519473547786,22.84074154969648,
236,put,102000.0,0.1542,1.1027323359731982,12063.5180196385,13213.561713162795,1150.0436935242942,9.533236421184181,
237,call,104000.0,0.1542,1.1243545386393394,2637.9912626825,3303.5702818322825,665.5790191497827,25.230524018983058,
238,put,104000.0,0.1542,1.1243545386393394,13552.6179195155,14645.811576317603,1093.1936568021029,8.066291422765824,
239,call,105000.0,0.1542,1.13516563997241,2406.4325896114,3046.297365170707,639.864775559307,26.58976521185805,
240,put,105000.0,0.1542,1.13516563997241,14321.046072131998,15386.997847927181,1065.9517757951835,7.443253589341281,
241,call,106000.0,0.1542,1.1459767413054807,2175.789051427,2804.951607181487,629.1625557544871,28.916523655721516,
242,put,106000.0,0.1542,1.1459767413054807,15090.335262386,16144.111278209108,1053.7760158231085,6.983118648461965,
