[QUOTE_UNIXTIME],[QUOTE_READTIME],[QUOTE_DATE],[QUOTE_TIME_HOURS],[UNDERLYING_LAST],[EXPIRE_DATE],[EXPIRE_UNIX],[DTE],[C_DELTA],[C_GAMMA],[C_VEGA],[C_THETA],[C_RHO],[C_IV],[C_VOLUME],[C_LAST],[C_SIZE],[C_BID],[C_ASK],[STRIKE],[P_BID],[P_ASK],[P_SIZE],[P_LAST],[P_DELTA],[P_GAMMA],[P_VEGA],[P_THETA],[P_RHO],[P_IV],[P_VOLUME],[STRIKE_DISTANCE],[STRIKE_DISTANCE_PCT]
1672434000, 2022-12-30 16:00,2022-12-30,16.0,382.44, 2022-12-30,1672434000,0.0,0.96761,0.00249,0.0127,-0.415,0.00627, 1.718220, 0.000000,48.86, 1 x 1,48.68,51.03,333.0,0.0,0.01, 0 x 1029,0.01,-0.00066,0.00017,0.00024,-0.00509,0.0, 1.013090, 3.000000,49.4,0.129
1672434000, 2022-12-30 16:00,2022-12-30,16.0,382.44, 2022-12-30,1672434000,0.0,1.0,0.0,0.0,-0.02793,0.00683, , 0.000000,48.82, 1 x 2,47.7,48.87,334.0,0.0,0.01, 0 x 988,0.02,-0.00061,0.0002,0.00106,-0.00489,-0.00027, 0.993160, 0.000000,48.4,0.127
1672434000, 2022-12-30 16:00,2022-12-30,16.0,382.44, 2022-12-30,1672434000,0.0,1.0,0.0,0.0,-0.02832,0.00656, , 6.000000,45.69, 1 x 1,46.71,47.87,335.0,0.0,0.01, 0 x 1818,0.01,-0.00079,0.00024,0.00075,-0.00495,-9e-05, 0.972460, 0.000000,47.4,0.124
1672434000, 2022-12-30 16:00,2022-12-30,16.0,382.44, 2022-12-30,1672434000,0.0,1.0,0.0,0.0,-0.02897,0.00662, , 0.000000,53.63, 1 x 100,45.46,46.67,336.0,0.0,0.01, 0 x 1822,0.02,-0.00144,0.00018,0.00062,-0.00452,-0.00023, 0.952490, 0.000000,46.4,0.121
1672434000, 2022-12-30 16:00,2022-12-30,16.0,382.44, 2022-12-30,1672434000,0.0,1.0,0.0,0.0,-0.02837,0.00711, , 0.000000,33.21, 3 x 2,44.51,45.7,337.0,0.0,0.01, 0 x 1391,0.01,-0.00161,0.00027,0.00054,-0.00506,-0.00037, 0.932920, 10.000000,45.4,0.119
1672434000, 2022-12-30 16:00,2022-12-30,16.0,382.44, 2022-12-30,1672434000,0.0,1.0,0.0,0.0,-0.0291,0.00655, , 7.000000,41.01, 1 x 1,43.58,44.67,338.0,0.0,0.01, 0 x 1468,0.02,-0.00137,0.00019,0.00085,-0.00473,-0.00025, 0.912740, 0.000000,44.4,0.116
1672434000, 2022-12-30 16:00,2022-12-30,16.0,382.44, 2022-12-30,1672434000,0.0,1.0,0.0,0.0,-0.02877,0.00638, , 2.000000,40.88, 2 x 1,42.46,43.67,339.0,0.0,0.01, 0 x 1658,0.01,-0.00099,0.00024,0.00113,-0.00536,-0.00018, 0.892330, 0.000000,43.4,0.114
1672434000, 2022-12-30 16:00,2022-12-30,16.0,382.44, 2022-12-30,1672434000,0.0,1.0,0.0,0.0,-0.02861,0.00729, , 0.000000,46.62, 100 x 1,41.48,42.67,340.0,0.0,0.01, 0 x 919,0.01,-0.00087,0.00028,0.00092,-0.00528,0.0, 0.872580, 1.000000,42.4,0.111
1672434000, 2022-12-30 16:00,2022-12-30,16.0,382.44, 2022-12-30,1672434000,0.0,1.0,0.0,0.0,-0.02878,0.00646, , 87.000000,39.64, 1 x 1,40.51,41.72,341.0,0.0,0.01, 0 x 1468,0.01,-0.00082,0.00031,0.00061,-0.00508,0.0, 0.852400, 1.000000,41.4,0.108
1672434000, 2022-12-30 16:00,2022-12-30,16.0,382.44, 2022-12-30,1672434000,0.0,1.0,0.0,0.0,-0.02894,0.00682, , 0.000000,40.32, 2 x 1,39.51,40.69,342.0,0.0,0.01, 0 x 1022,0.01,-0.00076,0.00034,0.00056,-0.00523,-0.00039, 0.832440, 1.000000,40.4,0.106
1672434000, 2022-12-30 16:00,2022-12-30,16.0,382.44, 2022-12-30,1672434000,0.0,1.0,0.0,0.0,-0.02925,0.00695, , 8.000000,39.05, 1 x 1,38.51,39.72,343.0,0.0,0.01, 0 x 1091,0.01,-0.00088,0.00026,0.00041,-0.00518,0.0, 0.812680, 0.000000,39.4,0.103
1672434000, 2022-12-30 16:00,2022-12-30,16.0,382.44, 2022-12-30,1672434000,0.0,1.0,0.0,0.0,-0.02954,0.00722, , 85.000000,38.12, 1 x 1,37.53,38.74,344.0,0.0,0.01, 0 x 1019,0.01,-0.0014,0.00033,0.00073,-0.00546,-0.00046, 0.792750, 0.000000,38.4,0.101
1672434000, 2022-12-30 16:00,2022-12-30,16.0,382.44, 2022-12-30,1672434000,0.0,1.0,0.0,0.0,-0.02881,0.0073, , 11.000000,34.67, 3 x 3,36.51,37.72,345.0,0.0,0.01, 0 x 988,0.02,-0.001,0.00034,0.00078,-0.00535,-0.00035, 0.771970, 18.000000,37.4,0.098
1672434000, 2022-12-30 16:00,2022-12-30,16.0,382.44, 2022-12-30,1672434000,0.0,1.0,0.0,0.0,-0.0295,0.00669, , 17.000000,36.05, 1 x 1,35.68,36.94,346.0,0.0,0.01, 0 x 1016,0.01,-0.00096,0.00038,0.00115,-0.00522,0.0, 0.752680, 20.000000,36.4,0.095
1672434000, 2022-12-30 16:00,2022-12-30,16.0,382.44, 2022-12-30,1672434000,0.0,1.0,0.0,0.0,-0.02966,0.00731, , 0.000000,36.17, 2 x 3,34.68,35.87,347.0,0.0,0.01, 0 x 1032,0.01,-0.00187,0.00033,0.00038,-0.00545,-0.00026, 0.732590, 1.000000,35.4,0.093
1672434000, 2022-12-30 16:00,2022-12-30,16.0,382.44, 2022-12-30,1672434000,0.0,1.0,0.0,0.0,-0.02932,0.00724, , 0.000000,33.99, 3 x 1,33.51,34.84,348.0,0.0,0.01, 0 x 1549,0.01,-0.00145,0.00043,0.00034,-0.00547,0.0, 0.713160, 0.000000,34.4,0.09
1672434000, 2022-12-30 16:00,2022-12-30,16.0,382.44, 2022-12-30,1672434000,0.0,1.0,0.0,0.0,-0.02966,0.00675, , 9.000000,30.77, 1 x 1,32.53,33.78,349.0,0.0,0.01, 0 x 907,0.01,-0.00178,0.00043,0.00059,-0.0055,0.0, 0.692680, 10.000000,33.4,0.087
1672434000, 2022-12-30 16:00,2022-12-30,16.0,382.44, 2022-12-30,1672434000,0.0,1.0,0.0,0.0,-0.02971,0.00748, , 32.000000,30.92, 1 x 100,31.53,32.85,350.0,0.0,0.01, 0 x 1113,0.01,-0.00164,0.00044,0.00087,-0.00475,0.0, 0.672540, 20.000000,32.4,0.085
1672434000, 2022-12-30 16:00,2022-12-30,16.0,382.44, 2022-12-30,1672434000,0.0,1.0,0.0,0.0,-0.02929,0.00704, , 137.000000,29.8, 2 x 1,30.71,31.75,351.0,0.0,0.01, 0 x 1032,0.01,-0.00157,0.00041,0.00104,-0.00473,-5e-05, 0.653010, 1.000000,31.4,0.082
1672434000, 2022-12-30 16:00,2022-12-30,16.0,382.44, 2022-12-30,1672434000,0.0,1.0,0.0,0.0,-0.02999,0.00713, , 9.000000,28.38, 100 x 2,29.66,30.87,352.0,0.0,0.01, 0 x 1007,0.01,-0.00147,0.00047,0.00087,-0.0046,-0.00045, 0.632980, 10.000000,30.4,0.08
1672434000, 2022-12-30 16:00,2022-12-30,16.0,382.44, 2022-12-30,1672434000,0.0,1.0,0.0,0.0,-0.03029,0.00656, , 21.000000,26.71, 100 x 2,28.59,29.68,353.0,0.0,0.01, 0 x 1593,0.01,-0.00127,0.00056,0.00073,-0.00508,-0.00041, 0.613360, 11.000000,29.4,0.077
1672434000, 2022-12-30 16:00,2022-12-30,16.0,382.44, 2022-12-30,1672434000,0.0,1.0,0.0,0.0,-0.02977,0.00754, , 0.000000,26.05, 2 x 2,27.66,28.75,354.0,0.0,0.01, 0 x 1489,0.01,-0.00164,0.00051,0.00139,-0.00479,0.0, 0.593400, 30.000000,28.4,0.074
1672434000, 2022-12-30 16:00,2022-12-30,16.0,382.44, 2022-12-30,1672434000,0.0,1.0,0.0,0.0,-0.02985,0.00673, , 5.000000,25.71, 1 x 7,26.73,27.87,355.0,0.0,0.01, 0 x 1077,0.01,-0.00141,0.00059,0.00084,-0.00506,-0.00042, 0.574240, 39.000000,27.4,0.072
