strike,T_years,market_price_usd,type,S0,spread_pct,mark_iv,open_interest,expiry_date
301.0,0.0,81.16499999999999,call,382.44,1.2197375716133738, , 0.000000, 2022-12-30
301.0,0.0,0.005,put,382.44,200.0, 1.683850, 0.000000, 2022-12-30
302.0,0.0,80.285,call,382.44,1.4573083390421646, , 0.000000, 2022-12-30
302.0,0.0,0.005,put,382.44,200.0, 1.661880, 0.000000, 2022-12-30
303.0,0.0,79.22,call,382.44,1.3127997980307904, , 0.000000, 2022-12-30
303.0,0.0,0.005,put,382.44,200.0, 1.640540, 0.000000, 2022-12-30
304.0,0.0,78.22999999999999,call,382.44,1.5339383868081338, , 0.000000, 2022-12-30
304.0,0.0,0.005,put,382.44,200.0, 1.619160, 0.000000, 2022-12-30
305.0,0.0,77.105,call,382.44,1.4914726671422158, , 0.000000, 2022-12-30
305.0,0.0,0.005,put,382.44,200.0, 1.597630, 0.000000, 2022-12-30
306.0,0.0,76.06,call,382.44,1.6565869050749287, , 0.000000, 2022-12-30
306.0,0.0,0.005,put,382.44,200.0, 1.575340, 0.000000, 2022-12-30
307.0,0.0,75.215,call,382.44,1.3428172571960448, , 0.000000, 2022-12-30
307.0,0.0,0.005,put,382.44,200.0, 1.554460, 0.000000, 2022-12-30
308.0,0.0,74.22999999999999,call,382.44,1.616597063182006, , 0.000000, 2022-12-30
308.0,0.0,0.005,put,382.44,200.0, 1.532850, 0.000000, 2022-12-30
309.0,0.0,72.58,call,382.44,3.113805456048486, , , 2022-12-30
309.0,0.0,0.005,put,382.44,200.0, 1.511640, 0.000000, 2022-12-30
310.0,0.0,72.275,call,382.44,1.563472846765838, , 0.000000, 2022-12-30
310.0,0.0,0.005,put,382.44,200.0, 1.489910, 13.000000, 2022-12-30
311.0,0.0,71.19,call,382.44,1.3485040033712712, , 0.000000, 2022-12-30
311.0,0.0,0.005,put,382.44,200.0, 1.469060, 0.000000, 2022-12-30
312.0,0.0,70.3,call,382.44,1.6785206258890566, , 0.000000, 2022-12-30
312.0,0.0,0.005,put,382.44,200.0, 1.447480, 0.000000, 2022-12-30
313.0,0.0,69.155,call,382.44,1.4894078519268326, , , 2022-12-30
313.0,0.0,0.005,put,382.44,200.0, 1.426800, 0.000000, 2022-12-30
314.0,0.0,68.095,call,382.44,1.6888170937660703, , 0.000000, 2022-12-30
314.0,0.0,0.005,put,382.44,200.0, 1.405030, 0.000000, 2022-12-30
315.0,0.0,67.12,call,382.44,1.7878426698450578, , 1.000000, 2022-12-30
315.0,0.0,0.005,put,382.44,200.0, 1.384260, 18.000000, 2022-12-30
316.0,0.0,66.12,call,382.44,1.814882032667881, , 0.000000, 2022-12-30
316.0,0.0,0.005,put,382.44,200.0, 1.363440, 0.000000, 2022-12-30
317.0,0.0,65.17,call,382.44,1.6878932023937305, , 0.000000, 2022-12-30
317.0,0.0,0.005,put,382.44,200.0, 1.342630, 0.000000, 2022-12-30
318.0,0.0,64.17,call,382.44,2.0882032102228507, , , 2022-12-30
318.0,0.0,0.005,put,382.44,200.0, 1.322200, 0.000000, 2022-12-30
319.0,0.0,63.225,call,382.44,1.629102412020563, , 0.000000, 2022-12-30
319.0,0.0,0.005,put,382.44,200.0, 1.300980, 0.000000, 2022-12-30
320.0,0.0,62.065,call,382.44,1.9173447192459483, , 2.000000, 2022-12-30
320.0,0.0,0.005,put,382.44,200.0, 1.279670, 1.000000, 2022-12-30
321.0,0.0,61.095,call,382.44,2.1114657500613787, , 0.000000, 2022-12-30
321.0,0.0,0.005,put,382.44,200.0, 1.258810, 0.000000, 2022-12-30
322.0,0.0,60.295,call,382.44,1.8741189153329503, , 0.000000, 2022-12-30
322.0,0.0,0.005,put,382.44,200.0, 1.238580, 0.000000, 2022-12-30
323.0,0.0,59.31,call,382.44,1.9558253245658468, , 0.000000, 2022-12-30
323.0,0.0,0.005,put,382.44,200.0, 1.217940, 0.000000, 2022-12-30
324.0,0.0,58.19,call,382.44,1.8903591682419685, , 0.000000, 2022-12-30
324.0,0.0,0.005,put,382.44,200.0, 1.197650, 0.000000, 2022-12-30
325.0,0.0,57.135000000000005,call,382.44,2.117791196289491, , 0.000000, 2022-12-30
325.0,0.0,0.005,put,382.44,200.0, 1.177170, 0.000000, 2022-12-30
326.0,0.0,56.075,call,382.44,2.2291573785109224, , 0.000000, 2022-12-30
326.0,0.0,0.005,put,382.44,200.0, 1.155700, 0.000000, 2022-12-30
327.0,0.0,55.2,call,382.44,1.7391304347826102, , 0.000000, 2022-12-30
327.0,0.0,0.005,put,382.44,200.0, 1.135960, 0.000000, 2022-12-30
328.0,0.0,54.295,call,382.44,2.1548945575099028, , 0.000000, 2022-12-30
328.0,0.0,0.005,put,382.44,200.0, 1.115520, 0.000000, 2022-12-30
329.0,0.0,53.275000000000006,call,382.44,2.121069920225251, , , 2022-12-30
329.0,0.0,0.005,put,382.44,200.0, 1.094610, 1.000000, 2022-12-30
330.0,0.0,52.31,call,382.44,2.446950869814569, , 1.000000, 2022-12-30
330.0,0.0,0.005,put,382.44,200.0, 1.074710, 1.000000, 2022-12-30
331.0,0.0,51.095,call,382.44,2.289852236030926, , 4.000000, 2022-12-30
331.0,0.0,0.005,put,382.44,200.0, 1.053860, 0.000000, 2022-12-30
332.0,0.0,50.150000000000006,call,382.44,2.073778664007974, , 6.000000, 2022-12-30
332.0,0.0,0.005,put,382.44,200.0, 1.033530, 0.000000, 2022-12-30
333.0,0.0,49.855000000000004,call,382.44,4.713669641961691, 1.718220, 0.000000, 2022-12-30
333.0,0.0,0.005,put,382.44,200.0, 1.013090, 3.000000, 2022-12-30
334.0,0.0,48.285,call,382.44,2.423112767940343, , 0.000000, 2022-12-30
334.0,0.0,0.005,put,382.44,200.0, 0.993160, 0.000000, 2022-12-30
335.0,0.0,47.29,call,382.44,2.4529498836963346, , 6.000000, 2022-12-30
335.0,0.0,0.005,put,382.44,200.0, 0.972460, 0.000000, 2022-12-30
336.0,0.0,46.065,call,382.44,2.6267231086508214, , 0.000000, 2022-12-30
336.0,0.0,0.005,put,382.44,200.0, 0.952490, 0.000000, 2022-12-30
337.0,0.0,45.105000000000004,call,382.44,2.6382884380889142, , 0.000000, 2022-12-30
337.0,0.0,0.005,put,382.44,200.0, 0.932920, 10.000000, 2022-12-30
338.0,0.0,44.125,call,382.44,2.47025495750709, , 7.000000, 2022-12-30
338.0,0.0,0.005,put,382.44,200.0, 0.912740, 0.000000, 2022-12-30
339.0,0.0,43.065,call,382.44,2.809706257982122, , 2.000000, 2022-12-30
339.0,0.0,0.005,put,382.44,200.0, 0.892330, 0.000000, 2022-12-30
340.0,0.0,42.075,call,382.44,2.8282828282828394, , 0.000000, 2022-12-30
340.0,0.0,0.005,put,382.44,200.0, 0.872580, 1.000000, 2022-12-30
341.0,0.0,41.114999999999995,call,382.44,2.9429648546759117, , 87.000000, 2022-12-30
341.0,0.0,0.005,put,382.44,200.0, 0.852400, 1.000000, 2022-12-30
342.0,0.0,40.099999999999994,call,382.44,2.9426433915211967, , 0.000000, 2022-12-30
342.0,0.0,0.005,put,382.44,200.0, 0.832440, 1.000000, 2022-12-30
343.0,0.0,39.114999999999995,call,382.44,3.0934424133963976, , 8.000000, 2022-12-30
343.0,0.0,0.005,put,382.44,200.0, 0.812680, 0.000000, 2022-12-30
344.0,0.0,38.135000000000005,call,382.44,3.172938245706046, , 85.000000, 2022-12-30
344.0,0.0,0.005,put,382.44,200.0, 0.792750, 0.000000, 2022-12-30
345.0,0.0,37.114999999999995,call,382.44,3.260137410750373, , 11.000000, 2022-12-30
345.0,0.0,0.005,put,382.44,200.0, 0.771970, 18.000000, 2022-12-30
346.0,0.0,36.31,call,382.44,3.4701184246763916, , 17.000000, 2022-12-30
346.0,0.0,0.005,put,382.44,200.0, 0.752680, 20.000000, 2022-12-30
347.0,0.0,35.275,call,382.44,3.3734939759036084, , 0.000000, 2022-12-30
347.0,0.0,0.005,put,382.44,200.0, 0.732590, 1.000000, 2022-12-30
348.0,0.0,34.175,call,382.44,3.8917337234820937, , 0.000000, 2022-12-30
348.0,0.0,0.005,put,382.44,200.0, 0.713160, 0.000000, 2022-12-30
349.0,0.0,33.155,call,382.44,3.7701704117026087, , 9.000000, 2022-12-30
349.0,0.0,0.005,put,382.44,200.0, 0.692680, 10.000000, 2022-12-30
350.0,0.0,32.19,call,382.44,4.1006523765144465, , 32.000000, 2022-12-30
350.0,0.0,0.005,put,382.44,200.0, 0.672540, 20.000000, 2022-12-30
351.0,0.0,31.23,call,382.44,3.3301312840217716, , 137.000000, 2022-12-30
351.0,0.0,0.005,put,382.44,200.0, 0.653010, 1.000000, 2022-12-30
352.0,0.0,30.265,call,382.44,3.998017511977534, , 9.000000, 2022-12-30
352.0,0.0,0.005,put,382.44,200.0, 0.632980, 10.000000, 2022-12-30
353.0,0.0,29.134999999999998,call,382.44,3.741204736571134, , 21.000000, 2022-12-30
353.0,0.0,0.005,put,382.44,200.0, 0.613360, 11.000000, 2022-12-30
354.0,0.0,28.205,call,382.44,3.8645630207410036, , 0.000000, 2022-12-30
354.0,0.0,0.005,put,382.44,200.0, 0.593400, 30.000000, 2022-12-30
355.0,0.0,27.3,call,382.44,4.175824175824178, , 5.000000, 2022-12-30
355.0,0.0,0.005,put,382.44,200.0, 0.574240, 39.000000, 2022-12-30
356.0,0.0,26.17,call,382.44,3.8975926633549847, , 1.000000, 2022-12-30
356.0,0.0,0.005,put,382.44,200.0, 0.553650, 31.000000, 2022-12-30
357.0,0.0,25.165,call,382.44,4.013510828531698, , 6.000000, 2022-12-30
357.0,0.0,0.005,put,382.44,200.0, 0.534240, 9.000000, 2022-12-30
358.0,0.0,24.105,call,382.44,4.77079444098734, , 40.000000, 2022-12-30
358.0,0.0,0.005,put,382.44,200.0, 0.514520, 28.000000, 2022-12-30
359.0,0.0,23.23,call,382.44,4.476969436074039, , 18.000000, 2022-12-30
359.0,0.0,0.005,put,382.44,200.0, 0.495090, 20.000000, 2022-12-30
360.0,0.0,22.175,call,382.44,4.644870349492677, , 41.000000, 2022-12-30
360.0,0.0,0.005,put,382.44,200.0, 0.474730, 135.000000, 2022-12-30
361.0,0.0,21.189999999999998,call,382.44,5.002359603586592, , 6.000000, 2022-12-30
361.0,0.0,0.005,put,382.44,200.0, 0.454890, 17.000000, 2022-12-30
362.0,0.0,20.275,call,382.44,5.672009864364992, , 3.000000, 2022-12-30
362.0,0.0,0.005,put,382.44,200.0, 0.435560, 64.000000, 2022-12-30
363.0,0.0,19.29,call,382.44,6.013478486262313, , 95.000000, 2022-12-30
363.0,0.0,0.005,put,382.44,200.0, 0.415090, 307.000000, 2022-12-30
364.0,0.0,18.17,call,382.44,5.613648871766645, , 16.000000, 2022-12-30
364.0,0.0,0.005,put,382.44,200.0, 0.395670, 484.000000, 2022-12-30
365.0,0.0,17.05,call,382.44,3.988269794721406, , 469.000000, 2022-12-30
365.0,0.0,0.005,put,382.44,200.0, 0.375630, 547.000000, 2022-12-30
366.0,0.0,16.285,call,382.44,6.938900828983733, , 54.000000, 2022-12-30
366.0,0.0,0.005,put,382.44,200.0, 0.355740, 669.000000, 2022-12-30
367.0,0.0,15.3,call,382.44,7.712418300653592, , 28.000000, 2022-12-30
367.0,0.0,0.005,put,382.44,200.0, 0.335810, 3151.000000, 2022-12-30
368.0,0.0,14.32,call,382.44,8.379888268156419, , 24.000000, 2022-12-30
368.0,0.0,0.005,put,382.44,200.0, 0.315690, 3734.000000, 2022-12-30
369.0,0.0,13.305,call,382.44,8.944006012777148, , 40.000000, 2022-12-30
369.0,0.0,0.005,put,382.44,200.0, 0.295210, 2715.000000, 2022-12-30
370.0,0.0,12.135000000000002,call,382.44,5.521219612690563, , 341.000000, 2022-12-30
370.0,0.0,0.005,put,382.44,200.0, 0.275330, 10383.000000, 2022-12-30
371.0,0.0,11.305,call,382.44,10.52631578947368, , 56.000000, 2022-12-30
371.0,0.0,0.005,put,382.44,200.0, 0.255410, 3665.000000, 2022-12-30
372.0,0.0,10.295,call,382.44,11.170471102476917, , 162.000000, 2022-12-30
372.0,0.0,0.005,put,382.44,200.0, 0.235200, 7026.000000, 2022-12-30
373.0,0.0,8.885,call,382.44,22.84749577940349, , 119.000000, 2022-12-30
373.0,0.0,0.005,put,382.44,200.0, 0.214810, 6497.000000, 2022-12-30
374.0,0.0,8.09,call,382.44,9.147095179233636, , 150.000000, 2022-12-30
374.0,0.0,0.005,put,382.44,200.0, 0.194140, 27648.000000, 2022-12-30
375.0,0.0,7.05,call,382.44,9.361702127659576, , 1044.000000, 2022-12-30
375.0,0.0,0.005,put,382.44,200.0, 0.173160, 49431.000000, 2022-12-30
376.0,0.0,6.08,call,382.44,11.842105263157904, , 2402.000000, 2022-12-30
376.0,0.0,0.005,put,382.44,200.0, 0.151880, 43559.000000, 2022-12-30
377.0,0.0,4.79,call,382.44,28.392484342379948, , 2889.000000, 2022-12-30
377.0,0.0,0.005,put,382.44,200.0, 0.130870, 96834.000000, 2022-12-30
378.0,0.0,4.18,call,382.44,8.612440191387568, , 15965.000000, 2022-12-30
378.0,0.0,0.005,put,382.44,200.0, 0.109940, 126011.000000, 2022-12-30
379.0,0.0,3.1,call,382.44,22.580645161290327, , 53290.000000, 2022-12-30
379.0,0.0,0.005,put,382.44,200.0, 0.087120, 174551.000000, 2022-12-30
380.0,0.0,2.27,call,382.44,13.215859030836995, , 127458.000000, 2022-12-30
380.0,0.0,0.005,put,382.44,200.0, 0.064660, 234536.000000, 2022-12-30
381.0,0.0,1.3399999999999999,call,382.44,8.955223880597007, , 175416.000000, 2022-12-30
381.0,0.0,0.025,put,382.44,39.99999999999999, 0.056000, 91704.000000, 2022-12-30
382.0,0.0,0.46499999999999997,call,382.44,10.75268817204301, -0.000080, 128185.000000, 2022-12-30
382.0,0.0,0.135,put,382.44,7.407407407407414, 0.046080, 26250.000000, 2022-12-30
383.0,0.0,0.045,call,382.44,22.222222222222225, 0.031510, 63997.000000, 2022-12-30
383.0,0.0,0.8200000000000001,put,382.44,34.14634146341462, 0.075120, 11255.000000, 2022-12-30
384.0,0.0,0.005,call,382.44,200.0, 0.042470, 34583.000000, 2022-12-30
384.0,0.0,1.81,put,382.44,23.20441988950276, 0.121660, 3383.000000, 2022-12-30
385.0,0.0,0.005,call,382.44,200.0, 0.065650, 40847.000000, 2022-12-30
385.0,0.0,2.955,put,382.44,21.996615905245342, 0.193550, 4388.000000, 2022-12-30
386.0,0.0,0.005,call,382.44,200.0, 0.088490, 16327.000000, 2022-12-30
386.0,0.0,3.455,put,382.44,17.65557163531114, , 683.000000, 2022-12-30
387.0,0.0,0.005,call,382.44,200.0, 0.109320, 12140.000000, 2022-12-30
387.0,0.0,4.515000000000001,put,382.44,9.966777408637876, , 625.000000, 2022-12-30
388.0,0.0,0.005,call,382.44,200.0, 0.130060, 6041.000000, 2022-12-30
388.0,0.0,5.46,put,382.44,11.355311355311342, , 204.000000, 2022-12-30
389.0,0.0,0.005,call,382.44,200.0, 0.150900, 3429.000000, 2022-12-30
389.0,0.0,6.8100000000000005,put,382.44,14.977973568281943, 0.308580, 43.000000, 2022-12-30
390.0,0.0,0.005,call,382.44,200.0, 0.171250, 6940.000000, 2022-12-30
390.0,0.0,7.58,put,382.44,4.749340369393132, 0.239690, 640.000000, 2022-12-30
391.0,0.0,0.005,call,382.44,200.0, 0.190140, 1305.000000, 2022-12-30
391.0,0.0,8.81,put,382.44,11.577752553916, 0.373740, 412.000000, 2022-12-30
392.0,0.0,0.005,call,382.44,200.0, 0.210520, 1390.000000, 2022-12-30
392.0,0.0,9.83,put,382.44,10.579857578840276, 0.413120, 29.000000, 2022-12-30
393.0,0.0,0.005,call,382.44,200.0, 0.229580, 608.000000, 2022-12-30
393.0,0.0,10.82,put,382.44,9.242144177449168, 0.442120, 29.000000, 2022-12-30
394.0,0.0,0.005,call,382.44,200.0, 0.249120, 63.000000, 2022-12-30
394.0,0.0,11.795,put,382.44,8.902077151335318, 0.464090, 9.000000, 2022-12-30
395.0,0.0,0.005,call,382.44,200.0, 0.267980, 157.000000, 2022-12-30
395.0,0.0,12.465,put,382.44,4.89370236662655, , 253.000000, 2022-12-30
396.0,0.0,0.005,call,382.44,200.0, 0.286370, 104.000000, 2022-12-30
396.0,0.0,13.774999999999999,put,382.44,7.3321234119782215, 0.517050, 3.000000, 2022-12-30
397.0,0.0,0.005,call,382.44,200.0, 0.305250, 55.000000, 2022-12-30
397.0,0.0,14.809999999999999,put,382.44,7.292370020256585, 0.562130, 1.000000, 2022-12-30
398.0,0.0,0.005,call,382.44,200.0, 0.323160, 8.000000, 2022-12-30
398.0,0.0,15.7,put,382.44,7.388535031847146, 0.540790, 7.000000, 2022-12-30
399.0,0.0,0.005,call,382.44,200.0, 0.342020, 36.000000, 2022-12-30
399.0,0.0,16.84,put,382.44,6.175771971496432, 0.634470, 10.000000, 2022-12-30
400.0,0.0,0.005,call,382.44,200.0, 0.359410, 91.000000, 2022-12-30
400.0,0.0,17.665,put,382.44,1.1887913954146667, 0.580470, 547.000000, 2022-12-30
401.0,0.0,0.005,call,382.44,200.0, 0.378060, 18.000000, 2022-12-30
401.0,0.0,18.835,put,382.44,5.362357313512087, 0.693260, 4.000000, 2022-12-30
402.0,0.0,0.005,call,382.44,200.0, 0.395670, 52.000000, 2022-12-30
402.0,0.0,19.805,put,382.44,4.897753092653365, 0.709770, 1.000000, 2022-12-30
403.0,0.0,0.005,call,382.44,200.0, 0.413250, 9.000000, 2022-12-30
403.0,0.0,20.765,put,382.44,4.96026968456538, 0.720290, 7.000000, 2022-12-30
404.0,0.0,0.005,call,382.44,200.0, 0.430860, 1.000000, 2022-12-30
404.0,0.0,21.845,put,382.44,4.806591897459376, 0.786540, 0.000000, 2022-12-30
405.0,0.0,0.005,call,382.44,200.0, 0.449040, 1.000000, 2022-12-30
405.0,0.0,22.83,put,382.44,4.467805519053876, 0.809430, 7.000000, 2022-12-30
406.0,0.0,0.005,call,382.44,200.0, 0.466080, 0.000000, 2022-12-30
406.0,0.0,23.895,put,382.44,4.8964218455743955, 0.868110, 16.000000, 2022-12-30
407.0,0.0,0.005,call,382.44,200.0, 0.483250, 0.000000, 2022-12-30
407.0,0.0,24.880000000000003,put,382.44,4.662379421221865, 0.890560, 1.000000, 2022-12-30
408.0,0.0,0.005,call,382.44,200.0, 0.501190, 10.000000, 2022-12-30
408.0,0.0,25.935000000000002,put,382.44,4.742625795257376, 0.944300, 1.000000, 2022-12-30
409.0,0.0,0.005,call,382.44,200.0, 0.518290, 3.000000, 2022-12-30
409.0,0.0,26.835,put,382.44,3.8382709148500136, 0.929460, 1.000000, 2022-12-30
410.0,0.0,0.005,call,382.44,200.0, 0.535330, 54.000000, 2022-12-30
410.0,0.0,27.685000000000002,put,382.44,4.226115224850995, 0.882340, 2.000000, 2022-12-30
411.0,0.0,0.005,call,382.44,200.0, 0.551530, 5.000000, 2022-12-30
411.0,0.0,28.805,put,382.44,3.7146328762367653, 0.972730, 0.000000, 2022-12-30
412.0,0.0,0.005,call,382.44,200.0, 0.568750, 1.000000, 2022-12-30
412.0,0.0,29.875,put,382.44,4.0502092050209235, 1.035120, 0.000000, 2022-12-30
413.0,0.0,0.005,call,382.44,200.0, 0.585260, 0.000000, 2022-12-30
413.0,0.0,30.814999999999998,put,382.44,3.4074314457244874, 1.036020, 0.000000, 2022-12-30
414.0,0.0,0.005,call,382.44,200.0, 0.602180, 1.000000, 2022-12-30
414.0,0.0,31.919999999999998,put,382.44,3.9473684210526256, 1.113970, 0.000000, 2022-12-30
415.0,0.0,0.005,call,382.44,200.0, 0.619060, 6.000000, 2022-12-30
415.0,0.0,32.885,put,382.44,3.6186711266534823, 1.127520, 1.000000, 2022-12-30
416.0,0.0,0.005,call,382.44,200.0, 0.635940, 3.000000, 2022-12-30
416.0,0.0,33.80500000000001,put,382.44,3.165212246709067, 1.117490, 0.000000, 2022-12-30
417.0,0.0,0.005,call,382.44,200.0, 0.652280, 0.000000, 2022-12-30
417.0,0.0,34.825,put,382.44,2.957645369705674, 1.156870, 0.000000, 2022-12-30
418.0,0.0,0.005,call,382.44,200.0, 0.668100, 0.000000, 2022-12-30
418.0,0.0,35.875,put,382.44,3.3728222996515504, 1.209370, 0.000000, 2022-12-30
419.0,0.0,0.005,call,382.44,200.0, 0.684350, 1.000000, 2022-12-30
419.0,0.0,36.900000000000006,put,382.44,3.1978319783197815, 1.250020, 0.000000, 2022-12-30
420.0,0.0,0.005,call,382.44,200.0, 0.700890, 36.000000, 2022-12-30
420.0,0.0,37.885,put,382.44,3.1410848620826126, 1.272300, 0.000000, 2022-12-30
421.0,0.0,0.005,call,382.44,200.0, 0.717330, 0.000000, 2022-12-30
421.0,0.0,38.894999999999996,put,382.44,2.956678236277153, 1.306020, , 2022-12-30
422.0,0.0,0.005,call,382.44,200.0, 0.733600, 0.000000, 2022-12-30
422.0,0.0,39.91,put,382.44,3.0067652217489247, 1.341590, 0.000000, 2022-12-30
423.0,0.0,0.005,call,382.44,200.0, 0.749050, 0.000000, 2022-12-30
423.0,0.0,40.715,put,382.44,2.824511850669283, 1.274630, , 2022-12-30
424.0,0.0,0.005,call,382.44,200.0, 0.765790, 0.000000, 2022-12-30
424.0,0.0,41.855000000000004,put,382.44,2.890932982917216, 1.373030, 0.000000, 2022-12-30
425.0,0.0,0.005,call,382.44,200.0, 0.781690, 7.000000, 2022-12-30
425.0,0.0,42.790000000000006,put,382.44,2.5706940874036017, 1.370520, 0.000000, 2022-12-30
426.0,0.0,0.005,call,382.44,200.0, 0.797250, 0.000000, 2022-12-30
426.0,0.0,43.79,put,382.44,2.466316510618859, 1.398960, 0.000000, 2022-12-30
427.0,0.0,0.005,call,382.44,200.0, 0.812500, 0.000000, 2022-12-30
427.0,0.0,44.84,put,382.44,2.6315789473684204, 1.452890, 0.000000, 2022-12-30
428.0,0.0,0.005,call,382.44,200.0, 0.828710, 0.000000, 2022-12-30
428.0,0.0,45.92,put,382.44,2.656794425087105, 1.519720, 0.000000, 2022-12-30
429.0,0.0,0.005,call,382.44,200.0, 0.843880, 0.000000, 2022-12-30
429.0,0.0,46.92,put,382.44,2.6001705029838, 1.548540, 0.000000, 2022-12-30
430.0,0.0,0.005,call,382.44,200.0, 0.860080, 4.000000, 2022-12-30
430.0,0.0,47.85,put,382.44,2.5496342737722024, 1.543960, 0.000000, 2022-12-30
431.0,0.0,0.005,call,382.44,200.0, 0.875750, 2.000000, 2022-12-30
431.0,0.0,48.565,put,382.44,3.974055389683928, 1.428190, 0.000000, 2022-12-30
432.0,0.0,0.005,call,382.44,200.0, 0.890650, 0.000000, 2022-12-30
432.0,0.0,49.785,put,382.44,2.18941448227377, 1.569920, 0.000000, 2022-12-30
433.0,0.0,0.005,call,382.44,200.0, 0.906550, 0.000000, 2022-12-30
433.0,0.0,50.785,put,382.44,2.1463030422368736, 1.599100, 0.000000, 2022-12-30
434.0,0.0,0.005,call,382.44,200.0, 0.921570, 0.000000, 2022-12-30
434.0,0.0,51.565,put,382.44,3.7428488315718025, 1.515700, 0.000000, 2022-12-30
435.0,0.0,0.005,call,382.44,200.0, 0.937100, 0.000000, 2022-12-30
435.0,0.0,52.739999999999995,put,382.44,2.2373909745923393, 1.634310, 0.000000, 2022-12-30
436.0,0.0,0.005,call,382.44,200.0, 0.952300, 0.000000, 2022-12-30
436.0,0.0,53.81,put,382.44,1.9327262590596528, 1.697820, 0.000000, 2022-12-30
437.0,0.0,0.005,call,382.44,200.0, 0.967580, 0.000000, 2022-12-30
437.0,0.0,54.68,put,382.44,2.121433796634961, 1.662820, 0.000000, 2022-12-30
438.0,0.0,0.005,call,382.44,200.0, 0.982000, 0.000000, 2022-12-30
438.0,0.0,55.85,put,382.44,2.1844225604297205, 1.774310, 0.000000, 2022-12-30
439.0,0.0,0.005,call,382.44,200.0, 0.997400, 0.000000, 2022-12-30
439.0,0.0,56.785,put,382.44,1.9195210002641478, 1.772260, 0.000000, 2022-12-30
440.0,0.0,0.005,call,382.44,200.0, 1.012510, 2.000000, 2022-12-30
